timestamp,ip,cnt_last_1m,cnt_last_5m,cnt_last_15m,succ_count,fail_count,total_count,fail_rate,event_user,event_result
2025-10-01 02:46:00,4bd2252f3149147e90a7e7ab7c3f67e0bdc94a31eb35f40ba058d1a2d4fc5df3,1,2,68,5,2,11,0.0096521123425449,alice,success
2025-10-01 02:47:00,03f9bd4f10929a02a91e174585d9bafe0e4aa3bb9ff582851a058a917742f474,3,30,136,5,0,13,0.8202425352632122,alice,success
2025-10-01 02:48:00,3ca26d4fa276fb9e1e9ea60eeb7be18eff92064356f7bdf268adc8e63c06f005,5,13,107,8,4,4,0.3918064713968368,dave,success
2025-10-01 02:49:00,4bd2252f3149147e90a7e7ab7c3f67e0bdc94a31eb35f40ba058d1a2d4fc5df3,3,24,138,1,4,2,0.5901787593873568,alice,success
2025-10-01 02:50:00,3ca26d4fa276fb9e1e9ea60eeb7be18eff92064356f7bdf268adc8e63c06f005,6,11,48,6,4,11,0.0414823478562929,alice,failed
2025-10-01 02:51:00,03f9bd4f10929a02a91e174585d9bafe0e4aa3bb9ff582851a058a917742f474,8,12,9,3,2,14,0.7972974944339328,charlie,success
2025-10-01 02:52:00,4bd2252f3149147e90a7e7ab7c3f67e0bdc94a31eb35f40ba058d1a2d4fc5df3,2,23,138,6,4,1,0.2615163233376111,dave,success
2025-10-01 02:53:00,1618cd620c2f803a71058778e74b4199e6901e0a84e802528237386f9bab0980,4,43,118,0,2,7,0.3614333808368126,charlie,failed
2025-10-01 02:54:00,3ca26d4fa276fb9e1e9ea60eeb7be18eff92064356f7bdf268adc8e63c06f005,3,7,8,1,3,14,0.0716033999752907,dave,success
2025-10-01 02:55:00,1618cd620c2f803a71058778e74b4199e6901e0a84e802528237386f9bab0980,8,6,78,5,3,1,0.4877278773279925,bob,failed
2025-10-01 02:56:00,3ca26d4fa276fb9e1e9ea60eeb7be18eff92064356f7bdf268adc8e63c06f005,4,11,71,3,2,9,0.6098992381475866,charlie,success
2025-10-01 02:57:00,03f9bd4f10929a02a91e174585d9bafe0e4aa3bb9ff582851a058a917742f474,2,48,27,9,3,7,0.8193943063878784,bob,success
2025-10-01 02:58:00,3ca26d4fa276fb9e1e9ea60eeb7be18eff92064356f7bdf268adc8e63c06f005,0,49,21,9,2,6,0.3341980762662068,alice,failed
2025-10-01 02:59:00,3ca26d4fa276fb9e1e9ea60eeb7be18eff92064356f7bdf268adc8e63c06f005,6,10,46,9,2,4,0.5363459542923548,alice,failed
2025-10-01 03:00:00,4bd2252f3149147e90a7e7ab7c3f67e0bdc94a31eb35f40ba058d1a2d4fc5df3,1,45,9,8,1,4,0.1027134407929725,charlie,success
2025-10-01 03:01:00,03f9bd4f10929a02a91e174585d9bafe0e4aa3bb9ff582851a058a917742f474,2,47,137,9,0,3,0.1206855251941141,dave,success
2025-10-01 03:02:00,3ca26d4fa276fb9e1e9ea60eeb7be18eff92064356f7bdf268adc8e63c06f005,1,47,33,2,3,3,0.8685249437126736,charlie,success
2025-10-01 03:03:00,03f9bd4f10929a02a91e174585d9bafe0e4aa3bb9ff582851a058a917742f474,5,39,62,4,0,11,0.426069659105457,alice,success
2025-10-01 03:04:00,03f9bd4f10929a02a91e174585d9bafe0e4aa3bb9ff582851a058a917742f474,0,3,118,8,2,10,0.123735517851133,bob,success
2025-10-01 03:05:00,4bd2252f3149147e90a7e7ab7c3f67e0bdc94a31eb35f40ba058d1a2d4fc5df3,0,39,122,4,2,3,0.1491048594370262,alice,failed
2025-10-01 03:06:00,1618cd620c2f803a71058778e74b4199e6901e0a84e802528237386f9bab0980,5,13,55,9,0,6,0.0843571056073589,bob,success
2025-10-01 03:07:00,03f9bd4f10929a02a91e174585d9bafe0e4aa3bb9ff582851a058a917742f474,0,37,48,5,1,13,0.8297055213823579,bob,failed
2025-10-01 03:08:00,4bd2252f3149147e90a7e7ab7c3f67e0bdc94a31eb35f40ba058d1a2d4fc5df3,7,28,21,4,4,10,0.7437858316067051,dave,success
2025-10-01 03:09:00,3ca26d4fa276fb9e1e9ea60eeb7be18eff92064356f7bdf268adc8e63c06f005,6,1,38,0,2,12,0.6550378820405444,charlie,success
2025-10-01 03:10:00,3ca26d4fa276fb9e1e9ea60eeb7be18eff92064356f7bdf268adc8e63c06f005,3,16,104,4,3,13,0.7907144677489231,charlie,success
2025-10-01 03:11:00,3ca26d4fa276fb9e1e9ea60eeb7be18eff92064356f7bdf268adc8e63c06f005,1,30,32,2,1,2,0.6912975558358045,bob,failed
2025-10-01 03:12:00,1618cd620c2f803a71058778e74b4199e6901e0a84e802528237386f9bab0980,7,21,21,5,1,10,0.3443162312334672,charlie,success
2025-10-01 03:13:00,1618cd620c2f803a71058778e74b4199e6901e0a84e802528237386f9bab0980,6,24,40,0,3,14,0.6439409987870802,dave,failed
2025-10-01 03:14:00,1618cd620c2f803a71058778e74b4199e6901e0a84e802528237386f9bab0980,8,20,10,7,4,12,0.8535928457119759,dave,success
2025-10-01 03:15:00,03f9bd4f10929a02a91e174585d9bafe0e4aa3bb9ff582851a058a917742f474,1,21,96,7,0,5,0.3268209607080649,alice,success
2025-10-01 03:16:00,4bd2252f3149147e90a7e7ab7c3f67e0bdc94a31eb35f40ba058d1a2d4fc5df3,3,36,117,4,0,1,0.579179494239086,charlie,success
2025-10-01 03:17:00,3ca26d4fa276fb9e1e9ea60eeb7be18eff92064356f7bdf268adc8e63c06f005,8,9,40,2,4,12,0.2497454306467571,dave,success
2025-10-01 03:18:00,3ca26d4fa276fb9e1e9ea60eeb7be18eff92064356f7bdf268adc8e63c06f005,0,0,54,1,1,11,0.5254177242057716,charlie,failed
2025-10-01 03:19:00,4bd2252f3149147e90a7e7ab7c3f67e0bdc94a31eb35f40ba058d1a2d4fc5df3,8,14,121,5,4,8,0.5150293975394002,bob,success
2025-10-01 03:20:00,1618cd620c2f803a71058778e74b4199e6901e0a84e802528237386f9bab0980,4,8,145,9,4,7,0.9041606661055857,alice,success
2025-10-01 03:21:00,03f9bd4f10929a02a91e174585d9bafe0e4aa3bb9ff582851a058a917742f474,9,38,97,1,2,10,0.520637953715575,charlie,success
2025-10-01 03:22:00,1618cd620c2f803a71058778e74b4199e6901e0a84e802528237386f9bab0980,3,45,25,2,2,5,0.4878716900659007,bob,success
2025-10-01 03:23:00,03f9bd4f10929a02a91e174585d9bafe0e4aa3bb9ff582851a058a917742f474,7,28,86,6,1,12,0.9257989442802372,dave,success
2025-10-01 03:24:00,3ca26d4fa276fb9e1e9ea60eeb7be18eff92064356f7bdf268adc8e63c06f005,6,45,0,3,4,7,0.0746061214707625,charlie,success
2025-10-01 03:25:00,1618cd620c2f803a71058778e74b4199e6901e0a84e802528237386f9bab0980,5,34,35,8,0,7,0.2341634881490196,charlie,success
2025-10-01 03:26:00,3ca26d4fa276fb9e1e9ea60eeb7be18eff92064356f7bdf268adc8e63c06f005,0,44,25,9,4,3,0.2332069193756737,dave,failed
2025-10-01 03:27:00,1618cd620c2f803a71058778e74b4199e6901e0a84e802528237386f9bab0980,1,38,100,8,3,14,0.4497393288598352,alice,success
2025-10-01 03:28:00,03f9bd4f10929a02a91e174585d9bafe0e4aa3bb9ff582851a058a917742f474,5,27,16,4,3,6,0.1199160126500537,alice,success
2025-10-01 03:29:00,03f9bd4f10929a02a91e174585d9bafe0e4aa3bb9ff582851a058a917742f474,1,18,62,7,0,10,0.0518572767657954,bob,success
2025-10-01 03:30:00,03f9bd4f10929a02a91e174585d9bafe0e4aa3bb9ff582851a058a917742f474,3,22,1,3,3,12,0.0680668003556146,charlie,success
2025-10-01 03:31:00,1618cd620c2f803a71058778e74b4199e6901e0a84e802528237386f9bab0980,5,19,15,5,0,8,0.9806784497409384,bob,success
2025-10-01 03:32:00,03f9bd4f10929a02a91e174585d9bafe0e4aa3bb9ff582851a058a917742f474,4,37,94,0,4,3,0.6886801112664943,bob,failed
2025-10-01 03:33:00,4bd2252f3149147e90a7e7ab7c3f67e0bdc94a31eb35f40ba058d1a2d4fc5df3,4,11,5,0,0,2,0.2197416644031498,alice,success
2025-10-01 03:34:00,3ca26d4fa276fb9e1e9ea60eeb7be18eff92064356f7bdf268adc8e63c06f005,3,46,140,8,3,7,0.4422793446186048,dave,success
2025-10-01 03:35:00,4bd2252f3149147e90a7e7ab7c3f67e0bdc94a31eb35f40ba058d1a2d4fc5df3,7,43,52,2,4,2,0.5485222060414496,bob,success
2025-10-01 03:36:00,03f9bd4f10929a02a91e174585d9bafe0e4aa3bb9ff582851a058a917742f474,4,11,77,3,4,10,0.7757813105022568,dave,failed
2025-10-01 03:37:00,3ca26d4fa276fb9e1e9ea60eeb7be18eff92064356f7bdf268adc8e63c06f005,0,1,80,8,4,3,0.0118964590284059,charlie,failed
2025-10-01 03:38:00,3ca26d4fa276fb9e1e9ea60eeb7be18eff92064356f7bdf268adc8e63c06f005,6,12,45,1,0,6,0.5977941458183589,alice,success
2025-10-01 03:39:00,3ca26d4fa276fb9e1e9ea60eeb7be18eff92064356f7bdf268adc8e63c06f005,4,9,20,0,1,4,0.8866757045429675,dave,success
2025-10-01 03:40:00,03f9bd4f10929a02a91e174585d9bafe0e4aa3bb9ff582851a058a917742f474,7,48,109,3,4,10,0.2979440950987724,bob,success
2025-10-01 03:41:00,3ca26d4fa276fb9e1e9ea60eeb7be18eff92064356f7bdf268adc8e63c06f005,2,29,43,4,2,8,0.9005721180697539,dave,success
2025-10-01 03:42:00,4bd2252f3149147e90a7e7ab7c3f67e0bdc94a31eb35f40ba058d1a2d4fc5df3,5,19,58,1,1,9,0.5190937822690401,charlie,failed
2025-10-01 03:43:00,03f9bd4f10929a02a91e174585d9bafe0e4aa3bb9ff582851a058a917742f474,8,13,52,0,3,14,0.0544095285320487,charlie,success
2025-10-01 03:44:00,3ca26d4fa276fb9e1e9ea60eeb7be18eff92064356f7bdf268adc8e63c06f005,0,37,115,1,4,9,0.7576662021006354,dave,success
2025-10-01 03:45:00,4bd2252f3149147e90a7e7ab7c3f67e0bdc94a31eb35f40ba058d1a2d4fc5df3,1,28,38,1,4,11,0.6841748332634786,bob,success
2025-10-01 03:46:00,3ca26d4fa276fb9e1e9ea60eeb7be18eff92064356f7bdf268adc8e63c06f005,0,31,33,8,1,2,0.0909001985677109,charlie,success
2025-10-01 03:47:00,3ca26d4fa276fb9e1e9ea60eeb7be18eff92064356f7bdf268adc8e63c06f005,1,1,126,1,3,2,0.3198179690552701,bob,success
2025-10-01 03:48:00,4bd2252f3149147e90a7e7ab7c3f67e0bdc94a31eb35f40ba058d1a2d4fc5df3,2,5,35,8,3,3,0.8995306491863495,bob,success
2025-10-01 03:49:00,1618cd620c2f803a71058778e74b4199e6901e0a84e802528237386f9bab0980,1,8,95,4,1,1,0.4248124772347488,dave,success
2025-10-01 03:50:00,1618cd620c2f803a71058778e74b4199e6901e0a84e802528237386f9bab0980,5,11,59,1,4,1,0.3977608896217883,bob,success
2025-10-01 03:51:00,4bd2252f3149147e90a7e7ab7c3f67e0bdc94a31eb35f40ba058d1a2d4fc5df3,3,11,92,3,0,12,0.4669354917895744,dave,success
2025-10-01 03:52:00,4bd2252f3149147e90a7e7ab7c3f67e0bdc94a31eb35f40ba058d1a2d4fc5df3,3,15,83,2,0,10,0.0919326594160334,charlie,success
2025-10-01 03:53:00,3ca26d4fa276fb9e1e9ea60eeb7be18eff92064356f7bdf268adc8e63c06f005,3,41,91,9,0,6,0.3120199588665591,dave,success
2025-10-01 03:54:00,03f9bd4f10929a02a91e174585d9bafe0e4aa3bb9ff582851a058a917742f474,7,11,136,9,3,14,0.4528519317996872,charlie,success
2025-10-01 03:55:00,3ca26d4fa276fb9e1e9ea60eeb7be18eff92064356f7bdf268adc8e63c06f005,9,1,106,5,0,14,0.9798027922868136,charlie,success
2025-10-01 03:56:00,03f9bd4f10929a02a91e174585d9bafe0e4aa3bb9ff582851a058a917742f474,4,20,39,7,4,1,0.4255949965221556,dave,success
2025-10-01 03:57:00,1618cd620c2f803a71058778e74b4199e6901e0a84e802528237386f9bab0980,3,22,6,7,0,5,0.7606268795898735,alice,success
2025-10-01 03:58:00,1618cd620c2f803a71058778e74b4199e6901e0a84e802528237386f9bab0980,3,26,142,9,4,4,0.5424100182135669,charlie,success
2025-10-01 03:59:00,3ca26d4fa276fb9e1e9ea60eeb7be18eff92064356f7bdf268adc8e63c06f005,9,33,148,6,4,14,0.1747826914168618,bob,success
2025-10-01 04:00:00,1618cd620c2f803a71058778e74b4199e6901e0a84e802528237386f9bab0980,0,16,5,6,3,12,0.7072212496335153,dave,success
2025-10-01 04:01:00,4bd2252f3149147e90a7e7ab7c3f67e0bdc94a31eb35f40ba058d1a2d4fc5df3,7,47,67,5,3,9,0.93039684011803,alice,success
2025-10-01 04:02:00,4bd2252f3149147e90a7e7ab7c3f67e0bdc94a31eb35f40ba058d1a2d4fc5df3,9,22,61,7,4,2,0.858046448814211,charlie,success
2025-10-01 04:03:00,03f9bd4f10929a02a91e174585d9bafe0e4aa3bb9ff582851a058a917742f474,8,4,54,5,3,3,0.5965564230289647,alice,success
2025-10-01 04:04:00,3ca26d4fa276fb9e1e9ea60eeb7be18eff92064356f7bdf268adc8e63c06f005,8,38,22,9,4,7,0.6676146757030842,charlie,success
2025-10-01 04:05:00,4bd2252f3149147e90a7e7ab7c3f67e0bdc94a31eb35f40ba058d1a2d4fc5df3,7,32,18,2,0,3,0.4956334049174092,charlie,success
2025-10-01 04:06:00,4bd2252f3149147e90a7e7ab7c3f67e0bdc94a31eb35f40ba058d1a2d4fc5df3,4,20,73,1,1,2,0.6457329153622522,charlie,success
2025-10-01 04:07:00,1618cd620c2f803a71058778e74b4199e6901e0a84e802528237386f9bab0980,6,38,149,1,3,6,0.5997453171406615,alice,success
2025-10-01 04:08:00,3ca26d4fa276fb9e1e9ea60eeb7be18eff92064356f7bdf268adc8e63c06f005,5,17,125,8,2,6,0.7814943457550713,alice,success
2025-10-01 04:09:00,4bd2252f3149147e90a7e7ab7c3f67e0bdc94a31eb35f40ba058d1a2d4fc5df3,6,10,0,9,0,2,0.7060426338782422,dave,failed
2025-10-01 04:10:00,1618cd620c2f803a71058778e74b4199e6901e0a84e802528237386f9bab0980,7,20,61,7,2,8,0.4471966678683262,alice,success
2025-10-01 04:11:00,03f9bd4f10929a02a91e174585d9bafe0e4aa3bb9ff582851a058a917742f474,7,42,138,7,2,1,0.1297291472290319,charlie,success
2025-10-01 04:12:00,3ca26d4fa276fb9e1e9ea60eeb7be18eff92064356f7bdf268adc8e63c06f005,0,37,134,5,2,13,0.915186445634928,dave,success
2025-10-01 04:13:00,03f9bd4f10929a02a91e174585d9bafe0e4aa3bb9ff582851a058a917742f474,6,47,109,2,1,4,0.1003608773835128,alice,success
2025-10-01 04:14:00,03f9bd4f10929a02a91e174585d9bafe0e4aa3bb9ff582851a058a917742f474,8,15,103,4,3,3,0.9086138219568582,dave,success
2025-10-01 04:15:00,3ca26d4fa276fb9e1e9ea60eeb7be18eff92064356f7bdf268adc8e63c06f005,3,23,78,1,2,3,0.510845774271214,charlie,success
2025-10-01 04:16:00,03f9bd4f10929a02a91e174585d9bafe0e4aa3bb9ff582851a058a917742f474,6,3,41,8,0,2,0.8407029792237715,bob,success
2025-10-01 04:17:00,1618cd620c2f803a71058778e74b4199e6901e0a84e802528237386f9bab0980,2,15,40,7,3,9,0.1507254657714023,alice,success
2025-10-01 04:18:00,4bd2252f3149147e90a7e7ab7c3f67e0bdc94a31eb35f40ba058d1a2d4fc5df3,9,3,123,8,0,9,0.5151719144938212,bob,success
2025-10-01 04:19:00,1618cd620c2f803a71058778e74b4199e6901e0a84e802528237386f9bab0980,4,30,124,0,1,7,0.8462765361397369,charlie,success
2025-10-01 04:20:00,4bd2252f3149147e90a7e7ab7c3f67e0bdc94a31eb35f40ba058d1a2d4fc5df3,0,14,31,2,3,4,0.1449666939040522,dave,success
2025-10-01 04:21:00,1618cd620c2f803a71058778e74b4199e6901e0a84e802528237386f9bab0980,3,13,109,9,4,6,0.2091301743560274,charlie,success
2025-10-01 04:22:00,3ca26d4fa276fb9e1e9ea60eeb7be18eff92064356f7bdf268adc8e63c06f005,8,33,61,3,4,11,0.3759427177015059,charlie,success
2025-10-01 04:23:00,1618cd620c2f803a71058778e74b4199e6901e0a84e802528237386f9bab0980,5,3,0,4,1,7,0.9785444248120972,alice,success
2025-10-01 04:24:00,3ca26d4fa276fb9e1e9ea60eeb7be18eff92064356f7bdf268adc8e63c06f005,5,4,12,2,2,11,0.9676041679910048,bob,failed
2025-10-01 04:25:00,3ca26d4fa276fb9e1e9ea60eeb7be18eff92064356f7bdf268adc8e63c06f005,2,23,72,3,4,1,0.2935831527754395,dave,success
2025-10-01 04:26:00,1618cd620c2f803a71058778e74b4199e6901e0a84e802528237386f9bab0980,5,4,62,8,0,12,0.2445776386710226,alice,success
2025-10-01 04:27:00,1618cd620c2f803a71058778e74b4199e6901e0a84e802528237386f9bab0980,8,13,65,1,0,2,0.7477527445825619,charlie,success
2025-10-01 04:28:00,1618cd620c2f803a71058778e74b4199e6901e0a84e802528237386f9bab0980,1,32,56,5,4,4,0.1325100878415848,dave,success
2025-10-01 04:29:00,03f9bd4f10929a02a91e174585d9bafe0e4aa3bb9ff582851a058a917742f474,5,2,111,7,3,6,0.5294439094400176,alice,failed
2025-10-01 04:30:00,03f9bd4f10929a02a91e174585d9bafe0e4aa3bb9ff582851a058a917742f474,4,42,129,4,0,12,0.9204164063669787,bob,failed
2025-10-01 04:31:00,3ca26d4fa276fb9e1e9ea60eeb7be18eff92064356f7bdf268adc8e63c06f005,9,13,23,8,2,9,0.1323844224611874,alice,success
2025-10-01 04:32:00,4bd2252f3149147e90a7e7ab7c3f67e0bdc94a31eb35f40ba058d1a2d4fc5df3,8,19,7,2,4,14,0.9222307947115446,dave,success
2025-10-01 04:33:00,4bd2252f3149147e90a7e7ab7c3f67e0bdc94a31eb35f40ba058d1a2d4fc5df3,5,15,13,3,4,2,0.1715733318310157,bob,success
2025-10-01 04:34:00,3ca26d4fa276fb9e1e9ea60eeb7be18eff92064356f7bdf268adc8e63c06f005,7,26,105,3,1,7,0.8725748534648029,dave,success
2025-10-01 04:35:00,1618cd620c2f803a71058778e74b4199e6901e0a84e802528237386f9bab0980,6,41,104,8,3,11,0.8758231167576053,charlie,success
2025-10-01 04:36:00,4bd2252f3149147e90a7e7ab7c3f67e0bdc94a31eb35f40ba058d1a2d4fc5df3,1,13,101,6,0,4,0.9457442783766506,charlie,failed
2025-10-01 04:37:00,03f9bd4f10929a02a91e174585d9bafe0e4aa3bb9ff582851a058a917742f474,1,19,21,5,1,1,0.0299510495970196,charlie,success
2025-10-01 04:38:00,03f9bd4f10929a02a91e174585d9bafe0e4aa3bb9ff582851a058a917742f474,3,11,80,0,4,4,0.2262469200185721,alice,failed
2025-10-01 04:39:00,1618cd620c2f803a71058778e74b4199e6901e0a84e802528237386f9bab0980,6,12,65,0,3,10,0.9908149425002534,bob,success
2025-10-01 04:40:00,1618cd620c2f803a71058778e74b4199e6901e0a84e802528237386f9bab0980,4,19,63,0,0,7,0.6831312203967707,dave,success
2025-10-01 04:41:00,3ca26d4fa276fb9e1e9ea60eeb7be18eff92064356f7bdf268adc8e63c06f005,8,39,61,2,2,9,0.4087718111795024,bob,success
2025-10-01 04:42:00,1618cd620c2f803a71058778e74b4199e6901e0a84e802528237386f9bab0980,3,4,4,5,0,13,0.1196419715296095,bob,success
2025-10-01 04:43:00,4bd2252f3149147e90a7e7ab7c3f67e0bdc94a31eb35f40ba058d1a2d4fc5df3,9,29,12,2,4,11,0.11520366408703,bob,success
2025-10-01 04:44:00,4bd2252f3149147e90a7e7ab7c3f67e0bdc94a31eb35f40ba058d1a2d4fc5df3,8,39,56,5,4,5,0.2650074878539681,alice,success
2025-10-01 04:45:00,1618cd620c2f803a71058778e74b4199e6901e0a84e802528237386f9bab0980,0,45,146,8,3,7,0.9284540417676912,dave,success
2025-10-01 04:46:00,03f9bd4f10929a02a91e174585d9bafe0e4aa3bb9ff582851a058a917742f474,7,28,68,4,2,14,0.2319106646474722,dave,success
2025-10-01 04:47:00,4bd2252f3149147e90a7e7ab7c3f67e0bdc94a31eb35f40ba058d1a2d4fc5df3,7,6,18,4,3,4,0.9000996285803177,dave,success
2025-10-01 04:48:00,4bd2252f3149147e90a7e7ab7c3f67e0bdc94a31eb35f40ba058d1a2d4fc5df3,2,48,1,1,2,8,0.7514230119586333,bob,success
2025-10-01 04:49:00,4bd2252f3149147e90a7e7ab7c3f67e0bdc94a31eb35f40ba058d1a2d4fc5df3,4,40,70,8,0,14,0.662965768923799,alice,success
2025-10-01 04:50:00,4bd2252f3149147e90a7e7ab7c3f67e0bdc94a31eb35f40ba058d1a2d4fc5df3,6,5,96,2,2,13,0.1152942147046808,dave,failed
2025-10-01 04:51:00,1618cd620c2f803a71058778e74b4199e6901e0a84e802528237386f9bab0980,0,9,19,0,3,13,0.3645374971438058,dave,success
2025-10-01 04:52:00,03f9bd4f10929a02a91e174585d9bafe0e4aa3bb9ff582851a058a917742f474,1,34,38,3,4,5,0.1959126646896123,alice,success
2025-10-01 04:53:00,3ca26d4fa276fb9e1e9ea60eeb7be18eff92064356f7bdf268adc8e63c06f005,8,12,90,2,2,4,0.1168024236993748,bob,success
2025-10-01 04:54:00,3ca26d4fa276fb9e1e9ea60eeb7be18eff92064356f7bdf268adc8e63c06f005,3,36,45,0,2,12,0.6627802030189055,alice,success
2025-10-01 04:55:00,3ca26d4fa276fb9e1e9ea60eeb7be18eff92064356f7bdf268adc8e63c06f005,1,10,33,8,1,12,0.2056665917850628,alice,success
2025-10-01 04:56:00,3ca26d4fa276fb9e1e9ea60eeb7be18eff92064356f7bdf268adc8e63c06f005,7,41,64,5,1,11,0.7079128788587207,charlie,success
2025-10-01 04:57:00,4bd2252f3149147e90a7e7ab7c3f67e0bdc94a31eb35f40ba058d1a2d4fc5df3,7,26,57,8,3,1,0.3825793737355553,dave,success
2025-10-01 04:58:00,3ca26d4fa276fb9e1e9ea60eeb7be18eff92064356f7bdf268adc8e63c06f005,0,37,68,9,2,2,0.2173223273101229,charlie,success
2025-10-01 04:59:00,3ca26d4fa276fb9e1e9ea60eeb7be18eff92064356f7bdf268adc8e63c06f005,4,4,123,7,4,14,0.667458393851404,bob,success
2025-10-01 05:00:00,03f9bd4f10929a02a91e174585d9bafe0e4aa3bb9ff582851a058a917742f474,9,25,97,3,0,6,0.9811848191736408,alice,failed
2025-10-01 05:01:00,03f9bd4f10929a02a91e174585d9bafe0e4aa3bb9ff582851a058a917742f474,0,23,12,3,0,13,0.979679212439956,charlie,success
2025-10-01 05:02:00,03f9bd4f10929a02a91e174585d9bafe0e4aa3bb9ff582851a058a917742f474,5,47,8,4,1,8,0.708883946480472,alice,success
2025-10-01 05:03:00,1618cd620c2f803a71058778e74b4199e6901e0a84e802528237386f9bab0980,3,18,33,0,4,7,0.1183234527447509,dave,success
2025-10-01 05:04:00,4bd2252f3149147e90a7e7ab7c3f67e0bdc94a31eb35f40ba058d1a2d4fc5df3,3,6,31,5,1,10,0.7617106568062627,dave,success
2025-10-01 05:05:00,1618cd620c2f803a71058778e74b4199e6901e0a84e802528237386f9bab0980,3,17,6,2,0,4,0.9098393019846704,charlie,success
2025-10-01 05:06:00,3ca26d4fa276fb9e1e9ea60eeb7be18eff92064356f7bdf268adc8e63c06f005,6,5,95,2,3,3,0.4770892138383161,charlie,success
2025-10-01 05:07:00,4bd2252f3149147e90a7e7ab7c3f67e0bdc94a31eb35f40ba058d1a2d4fc5df3,5,46,139,2,4,11,0.095132934653391,charlie,success
2025-10-01 05:08:00,4bd2252f3149147e90a7e7ab7c3f67e0bdc94a31eb35f40ba058d1a2d4fc5df3,4,37,103,2,1,8,0.4027275546462201,bob,success
2025-10-01 05:09:00,4bd2252f3149147e90a7e7ab7c3f67e0bdc94a31eb35f40ba058d1a2d4fc5df3,5,2,22,8,3,11,0.3326938743968552,alice,success
2025-10-01 05:10:00,3ca26d4fa276fb9e1e9ea60eeb7be18eff92064356f7bdf268adc8e63c06f005,9,29,0,4,2,14,0.0682203232738862,charlie,success
2025-10-01 05:11:00,4bd2252f3149147e90a7e7ab7c3f67e0bdc94a31eb35f40ba058d1a2d4fc5df3,2,15,84,9,4,6,0.1233469977386502,charlie,success
2025-10-01 05:12:00,1618cd620c2f803a71058778e74b4199e6901e0a84e802528237386f9bab0980,1,23,66,3,1,13,0.1170414866877729,bob,failed
2025-10-01 05:13:00,1618cd620c2f803a71058778e74b4199e6901e0a84e802528237386f9bab0980,2,13,23,9,4,13,0.6761360534804665,charlie,success
2025-10-01 05:14:00,03f9bd4f10929a02a91e174585d9bafe0e4aa3bb9ff582851a058a917742f474,5,17,138,3,4,3,0.8591538874008305,charlie,success
2025-10-01 05:15:00,3ca26d4fa276fb9e1e9ea60eeb7be18eff92064356f7bdf268adc8e63c06f005,3,5,73,4,4,13,0.4050616913333686,alice,success
2025-10-01 05:16:00,4bd2252f3149147e90a7e7ab7c3f67e0bdc94a31eb35f40ba058d1a2d4fc5df3,1,17,24,9,0,7,0.9785922525459684,bob,success
2025-10-01 05:17:00,4bd2252f3149147e90a7e7ab7c3f67e0bdc94a31eb35f40ba058d1a2d4fc5df3,9,8,12,8,4,3,0.5181163310739177,dave,success
2025-10-01 05:18:00,3ca26d4fa276fb9e1e9ea60eeb7be18eff92064356f7bdf268adc8e63c06f005,2,2,18,0,0,7,0.1869695984581764,charlie,success
2025-10-01 05:19:00,4bd2252f3149147e90a7e7ab7c3f67e0bdc94a31eb35f40ba058d1a2d4fc5df3,1,36,39,0,1,12,0.8884023403255078,dave,failed
2025-10-01 05:20:00,1618cd620c2f803a71058778e74b4199e6901e0a84e802528237386f9bab0980,3,26,35,7,0,13,0.2656300012710183,charlie,success
2025-10-01 05:21:00,03f9bd4f10929a02a91e174585d9bafe0e4aa3bb9ff582851a058a917742f474,6,36,1,7,0,9,0.514482965141163,dave,success
2025-10-01 05:22:00,4bd2252f3149147e90a7e7ab7c3f67e0bdc94a31eb35f40ba058d1a2d4fc5df3,6,46,0,1,0,9,0.3001966005905512,alice,success
2025-10-01 05:23:00,1618cd620c2f803a71058778e74b4199e6901e0a84e802528237386f9bab0980,3,46,126,2,4,14,0.2213453360996555,charlie,success
2025-10-01 05:24:00,03f9bd4f10929a02a91e174585d9bafe0e4aa3bb9ff582851a058a917742f474,5,15,35,6,1,5,0.4889479699553362,bob,success
2025-10-01 05:25:00,4bd2252f3149147e90a7e7ab7c3f67e0bdc94a31eb35f40ba058d1a2d4fc5df3,3,31,91,1,3,8,0.2301026610069759,alice,success
2025-10-01 05:26:00,1618cd620c2f803a71058778e74b4199e6901e0a84e802528237386f9bab0980,0,29,2,6,0,5,0.3960391028117725,bob,success
2025-10-01 05:27:00,03f9bd4f10929a02a91e174585d9bafe0e4aa3bb9ff582851a058a917742f474,0,1,127,0,4,5,0.0631362554175617,dave,success
2025-10-01 05:28:00,1618cd620c2f803a71058778e74b4199e6901e0a84e802528237386f9bab0980,2,33,53,1,0,8,0.3330806256638035,dave,success
2025-10-01 05:29:00,03f9bd4f10929a02a91e174585d9bafe0e4aa3bb9ff582851a058a917742f474,0,49,118,8,1,5,0.1912307222304136,dave,success
2025-10-01 05:30:00,03f9bd4f10929a02a91e174585d9bafe0e4aa3bb9ff582851a058a917742f474,4,49,60,0,4,8,0.4769154326225621,alice,failed
2025-10-01 05:31:00,4bd2252f3149147e90a7e7ab7c3f67e0bdc94a31eb35f40ba058d1a2d4fc5df3,4,22,79,9,3,13,0.3496027222821861,dave,success
2025-10-01 05:32:00,1618cd620c2f803a71058778e74b4199e6901e0a84e802528237386f9bab0980,5,23,34,5,0,1,0.7492891386443674,charlie,success
